Fam ID	Indiv ID	Wsp
DGRP-3-1104	DGRP-3-1104	1
DGRP-3-1105	DGRP-3-1105	1
DGRP-3-1106	DGRP-3-1106	0
DGRP-3-1107	DGRP-3-1107	1
DGRP-3-1108	DGRP-3-1108	0
DGRP-3-1109	DGRP-3-1109	0
DGRP-3-1110	DGRP-3-1110	1
DGRP-3-1111	DGRP-3-1111	1
DGRP-3-1112	DGRP-3-1112	0
DGRP-3-1113	DGRP-3-1113	1
DGRP-3-1114	DGRP-3-1114	1
DGRP-3-1115	DGRP-3-1115	1
DGRP-3-1116	DGRP-3-1116	1
DGRP-3-1117	DGRP-3-1117	1
DGRP-3-1118	DGRP-3-1118	1
DGRP-3-1119	DGRP-3-1119	1
DGRP-3-1120	DGRP-3-1120	1
DGRP-3-1121	DGRP-3-1121	1
DGRP-3-1123	DGRP-3-1123	1
DGRP-3-1124	DGRP-3-1124	1
DGRP-3-1125	DGRP-3-1125	0
DGRP-3-1126	DGRP-3-1126	1
DGRP-3-1127	DGRP-3-1127	1
DGRP-3-1128	DGRP-3-1128	1
DGRP-3-1129	DGRP-3-1129	1
DGRP-3-1130	DGRP-3-1130	1
DGRP-3-1131	DGRP-3-1131	1
DGRP-3-1132	DGRP-3-1132	1
DGRP-3-1133	DGRP-3-1133	1
DGRP-3-1134	DGRP-3-1134	1
DGRP-3-1135	DGRP-3-1135	1
DGRP-3-1136	DGRP-3-1136	0
DGRP-3-1137	DGRP-3-1137	0
DGRP-3-1138	DGRP-3-1138	1
DGRP-3-1139	DGRP-3-1139	1
DGRP-3-1140	DGRP-3-1140	0
DGRP-3-1141	DGRP-3-1141	1
DGRP-3-1142	DGRP-3-1142	1
DGRP-3-1143	DGRP-3-1143	1
DGRP-3-1144	DGRP-3-1144	0
DGRP-3-1145	DGRP-3-1145	1
DGRP-3-1146	DGRP-3-1146	0
DGRP-3-1147	DGRP-3-1147	1
DGRP-3-1148	DGRP-3-1148	1
DGRP-3-1149	DGRP-3-1149	1
DGRP-3-1150	DGRP-3-1150	1
DGRP-3-1151	DGRP-3-1151	1
DGRP-3-1152	DGRP-3-1152	1
DGRP-3-1153	DGRP-3-1153	1
DGRP-3-1154	DGRP-3-1154	1
DGRP-3-1155	DGRP-3-1155	0
DGRP-3-1157	DGRP-3-1157	1
DGRP-3-1158	DGRP-3-1158	1
DGRP-3-1159	DGRP-3-1159	1
DGRP-3-1160	DGRP-3-1160	1
DGRP-3-1161	DGRP-3-1161	0
DGRP-3-1162	DGRP-3-1162	1
DGRP-3-1163	DGRP-3-1163	1
DGRP-3-1164	DGRP-3-1164	1
DGRP-3-1165	DGRP-3-1165	1
DGRP-3-1166	DGRP-3-1166	1
DGRP-3-1167	DGRP-3-1167	1
DGRP-3-1168	DGRP-3-1168	1
DGRP-3-1169	DGRP-3-1169	1
DGRP-3-1170	DGRP-3-1170	1
DGRP-3-1171	DGRP-3-1171	1
DGRP-3-1172	DGRP-3-1172	1
DGRP-3-1173	DGRP-3-1173	1
DGRP-3-1174	DGRP-3-1174	1
DGRP-3-1175	DGRP-3-1175	1
DGRP-3-1176	DGRP-3-1176	1
DGRP-3-1177	DGRP-3-1177	0
DGRP-3-1178	DGRP-3-1178	1
DGRP-3-1179	DGRP-3-1179	1
DGRP-3-1180	DGRP-3-1180	0
DGRP-3-1181	DGRP-3-1181	1
DGRP-3-1182	DGRP-3-1182	0
DGRP-3-1183	DGRP-3-1183	0
DGRP-3-1184	DGRP-3-1184	1
DGRP-3-1185	DGRP-3-1185	0
DGRP-3-1186	DGRP-3-1186	1
DGRP-3-1187	DGRP-3-1187	1
DGRP-3-1188	DGRP-3-1188	1
DGRP-3-1189	DGRP-3-1189	1
DGRP-3-1190	DGRP-3-1190	1
DGRP-3-1191	DGRP-3-1191	1
DGRP-3-1192	DGRP-3-1192	1
DGRP-3-1193	DGRP-3-1193	1
DGRP-3-1194	DGRP-3-1194	0
DGRP-3-1195	DGRP-3-1195	1
DGRP-3-1196	DGRP-3-1196	0
DGRP-3-1197	DGRP-3-1197	0
DGRP-3-1198	DGRP-3-1198	1
DGRP-3-1199	DGRP-3-1199	1
DGRP-3-1200	DGRP-3-1200	1
DGRP-3-1201	DGRP-3-1201	0
DGRP-3-1202	DGRP-3-1202	1
DGRP-3-1203	DGRP-3-1203	0
DGRP-3-1204	DGRP-3-1204	1
DGRP-3-1205	DGRP-3-1205	1
DGRP-3-1206	DGRP-3-1206	0
DGRP-3-1207	DGRP-3-1207	1
DGRP-3-1208	DGRP-3-1208	1
DGRP-3-1209	DGRP-3-1209	1
DGRP-3-1210	DGRP-3-1210	1
DGRP-3-1211	DGRP-3-1211	1
DGRP-3-1212	DGRP-3-1212	1
DGRP-3-1213	DGRP-3-1213	0
DGRP-3-1214	DGRP-3-1214	0
DGRP-3-1215	DGRP-3-1215	0
DGRP-3-1216	DGRP-3-1216	0
DGRP-3-1217	DGRP-3-1217	1
DGRP-3-1218	DGRP-3-1218	0
DGRP-3-1220	DGRP-3-1220	0
DGRP-3-1221	DGRP-3-1221	0
DGRP-3-1222	DGRP-3-1222	1
DGRP-3-1223	DGRP-3-1223	1
DGRP-3-1224	DGRP-3-1224	1
DGRP-3-1225	DGRP-3-1225	0
DGRP-3-1226	DGRP-3-1226	0
DGRP-3-1228	DGRP-3-1228	1
DGRP-3-1229	DGRP-3-1229	0
DGRP-3-1230	DGRP-3-1230	0
DGRP-3-1231	DGRP-3-1231	0
DGRP-3-1232	DGRP-3-1232	0
DGRP-3-1233	DGRP-3-1233	1
DGRP-3-1234	DGRP-3-1234	1
DGRP-3-1236	DGRP-3-1236	1
DGRP-3-1237	DGRP-3-1237	1
DGRP-3-1238	DGRP-3-1238	1
DGRP-3-1239	DGRP-3-1239	0
DGRP-3-1240	DGRP-3-1240	0
DGRP-3-1241	DGRP-3-1241	0
DGRP-3-1242	DGRP-3-1242	1
DGRP-3-1243	DGRP-3-1243	0
DGRP-3-1244	DGRP-3-1244	0
DGRP-3-1245	DGRP-3-1245	0
DGRP-3-1246	DGRP-3-1246	0
DGRP-3-1247	DGRP-3-1247	0
DGRP-3-1248	DGRP-3-1248	1
DGRP-3-1249	DGRP-3-1249	0
DGRP-3-1250	DGRP-3-1250	1
DGRP-3-1251	DGRP-3-1251	1
DGRP-3-1252	DGRP-3-1252	0
DGRP-3-1253	DGRP-3-1253	0
DGRP-3-1254	DGRP-3-1254	1
DGRP-3-1255	DGRP-3-1255	0
DGRP-3-1256	DGRP-3-1256	1
DGRP-3-1257	DGRP-3-1257	1
DGRP-3-1258	DGRP-3-1258	0
DGRP-3-1259	DGRP-3-1259	0
DGRP-3-1260	DGRP-3-1260	1
DGRP-3-1261	DGRP-3-1261	1
DGRP-3-1262	DGRP-3-1262	1
DGRP-3-1263	DGRP-3-1263	1
DGRP-3-1264	DGRP-3-1264	1
DGRP-3-1265	DGRP-3-1265	0
DGRP-3-1266	DGRP-3-1266	1
DGRP-3-1267	DGRP-3-1267	0
DGRP-3-1268	DGRP-3-1268	1
DGRP-3-1269	DGRP-3-1269	1
DGRP-3-1270	DGRP-3-1270	1
DGRP-3-1271	DGRP-3-1271	1
DGRP-3-1272	DGRP-3-1272	0
