Fam ID	Indiv ID	Wsp
DGRP-3-0435	DGRP-3-0435	0
DGRP-3-0436	DGRP-3-0436	1
DGRP-3-0437	DGRP-3-0437	0
DGRP-3-0438	DGRP-3-0438	1
DGRP-3-0439	DGRP-3-0439	1
DGRP-3-0440	DGRP-3-0440	0
DGRP-3-0441	DGRP-3-0441	0
DGRP-3-0442	DGRP-3-0442	1
DGRP-3-0443	DGRP-3-0443	0
DGRP-3-0444	DGRP-3-0444	1
DGRP-3-0445	DGRP-3-0445	0
DGRP-3-0446	DGRP-3-0446	1
DGRP-3-0447	DGRP-3-0447	0
DGRP-3-0448	DGRP-3-0448	0
DGRP-3-0449	DGRP-3-0449	1
DGRP-3-0450	DGRP-3-0450	1
DGRP-3-0451	DGRP-3-0451	1
DGRP-3-0452	DGRP-3-0452	1
DGRP-3-0453	DGRP-3-0453	1
DGRP-3-0454	DGRP-3-0454	1
DGRP-3-0455	DGRP-3-0455	1
DGRP-3-0456	DGRP-3-0456	1
DGRP-3-0457	DGRP-3-0457	0
DGRP-3-0458	DGRP-3-0458	1
DGRP-3-0459	DGRP-3-0459	1
DGRP-3-0460	DGRP-3-0460	1
DGRP-3-0461	DGRP-3-0461	1
DGRP-3-0462	DGRP-3-0462	1
DGRP-3-0463	DGRP-3-0463	1
DGRP-3-0464	DGRP-3-0464	1
DGRP-3-0465	DGRP-3-0465	0
DGRP-3-0466	DGRP-3-0466	1
DGRP-3-0467	DGRP-3-0467	1
DGRP-3-0468	DGRP-3-0468	1
DGRP-3-0469	DGRP-3-0469	0
DGRP-3-0470	DGRP-3-0470	0
DGRP-3-0471	DGRP-3-0471	0
DGRP-3-0472	DGRP-3-0472	0
DGRP-3-0473	DGRP-3-0473	1
DGRP-3-0474	DGRP-3-0474	0
DGRP-3-0475	DGRP-3-0475	1
DGRP-3-0476	DGRP-3-0476	1
DGRP-3-0477	DGRP-3-0477	1
DGRP-3-0478	DGRP-3-0478	1
DGRP-3-0479	DGRP-3-0479	1
DGRP-3-0480	DGRP-3-0480	1
DGRP-3-0481	DGRP-3-0481	1
DGRP-3-0482	DGRP-3-0482	0
DGRP-3-0483	DGRP-3-0483	1
DGRP-3-0484	DGRP-3-0484	1
DGRP-3-0485	DGRP-3-0485	1
DGRP-3-0486	DGRP-3-0486	1
DGRP-3-0487	DGRP-3-0487	1
DGRP-3-0488	DGRP-3-0488	0
DGRP-3-0489	DGRP-3-0489	1
DGRP-3-0490	DGRP-3-0490	0
DGRP-3-0491	DGRP-3-0491	1
DGRP-3-0492	DGRP-3-0492	1
DGRP-3-0493	DGRP-3-0493	1
DGRP-3-0494	DGRP-3-0494	1
DGRP-3-0495	DGRP-3-0495	1
DGRP-3-0496	DGRP-3-0496	0
DGRP-3-0497	DGRP-3-0497	0
DGRP-3-0498	DGRP-3-0498	0
DGRP-3-0499	DGRP-3-0499	1
DGRP-3-0500	DGRP-3-0500	1
DGRP-3-0501	DGRP-3-0501	1
DGRP-3-0502	DGRP-3-0502	1
DGRP-3-0503	DGRP-3-0503	0
DGRP-3-0504	DGRP-3-0504	1
DGRP-3-0505	DGRP-3-0505	1
DGRP-3-0506	DGRP-3-0506	1
DGRP-3-0507	DGRP-3-0507	1
DGRP-3-0508	DGRP-3-0508	0
DGRP-3-0510	DGRP-3-0510	1
DGRP-3-0511	DGRP-3-0511	0
DGRP-3-0512	DGRP-3-0512	1
DGRP-3-0513	DGRP-3-0513	0
DGRP-3-0514	DGRP-3-0514	1
DGRP-3-0515	DGRP-3-0515	0
DGRP-3-0516	DGRP-3-0516	1
DGRP-3-0517	DGRP-3-0517	1
DGRP-3-0518	DGRP-3-0518	1
DGRP-3-0519	DGRP-3-0519	1
DGRP-3-0520	DGRP-3-0520	1
DGRP-3-0521	DGRP-3-0521	1
DGRP-3-0522	DGRP-3-0522	1
DGRP-3-0523	DGRP-3-0523	1
DGRP-3-0524	DGRP-3-0524	1
DGRP-3-0525	DGRP-3-0525	0
DGRP-3-0526	DGRP-3-0526	0
DGRP-3-0527	DGRP-3-0527	1
DGRP-3-0528	DGRP-3-0528	1
DGRP-3-0529	DGRP-3-0529	1
DGRP-3-0530	DGRP-3-0530	0
DGRP-3-0531	DGRP-3-0531	1
DGRP-3-0532	DGRP-3-0532	0
DGRP-3-0533	DGRP-3-0533	1
DGRP-3-0534	DGRP-3-0534	0
DGRP-3-0535	DGRP-3-0535	1
DGRP-3-0536	DGRP-3-0536	1
DGRP-3-0537	DGRP-3-0537	1
DGRP-3-0538	DGRP-3-0538	0
DGRP-3-0539	DGRP-3-0539	1
DGRP-3-0540	DGRP-3-0540	1
DGRP-3-0541	DGRP-3-0541	1
DGRP-3-0542	DGRP-3-0542	0
DGRP-3-0543	DGRP-3-0543	1
DGRP-3-0544	DGRP-3-0544	1
DGRP-3-0545	DGRP-3-0545	1
DGRP-3-0546	DGRP-3-0546	1
DGRP-3-0547	DGRP-3-0547	1
DGRP-3-0548	DGRP-3-0548	0
DGRP-3-0549	DGRP-3-0549	1
DGRP-3-0550	DGRP-3-0550	1
DGRP-3-0551	DGRP-3-0551	0
DGRP-3-0552	DGRP-3-0552	1
DGRP-3-0553	DGRP-3-0553	1
DGRP-3-0554	DGRP-3-0554	1
DGRP-3-0555	DGRP-3-0555	0
DGRP-3-0556	DGRP-3-0556	1
DGRP-3-0557	DGRP-3-0557	1
DGRP-3-0558	DGRP-3-0558	0
DGRP-3-0559	DGRP-3-0559	1
DGRP-3-0560	DGRP-3-0560	0
DGRP-3-0561	DGRP-3-0561	1
DGRP-3-0562	DGRP-3-0562	1
DGRP-3-0563	DGRP-3-0563	1
DGRP-3-0564	DGRP-3-0564	1
DGRP-3-0565	DGRP-3-0565	1
DGRP-3-0566	DGRP-3-0566	0
DGRP-3-0567	DGRP-3-0567	0
DGRP-3-0568	DGRP-3-0568	1
DGRP-3-0569	DGRP-3-0569	1
DGRP-3-0570	DGRP-3-0570	0
DGRP-3-0571	DGRP-3-0571	0
DGRP-3-0572	DGRP-3-0572	1
DGRP-3-0573	DGRP-3-0573	0
DGRP-3-0574	DGRP-3-0574	0
DGRP-3-0575	DGRP-3-0575	1
DGRP-3-0576	DGRP-3-0576	1
DGRP-3-0577	DGRP-3-0577	1
DGRP-3-0578	DGRP-3-0578	0
DGRP-3-0579	DGRP-3-0579	0
DGRP-3-0580	DGRP-3-0580	1
DGRP-3-0581	DGRP-3-0581	1
DGRP-3-0582	DGRP-3-0582	0
DGRP-3-0583	DGRP-3-0583	1
DGRP-3-0584	DGRP-3-0584	0
DGRP-3-0585	DGRP-3-0585	1
DGRP-3-0586	DGRP-3-0586	0
DGRP-3-0587	DGRP-3-0587	0
DGRP-3-0588	DGRP-3-0588	1
DGRP-3-0589	DGRP-3-0589	1
DGRP-3-0590	DGRP-3-0590	1
DGRP-3-0591	DGRP-3-0591	0
DGRP-3-0592	DGRP-3-0592	0
DGRP-3-0593	DGRP-3-0593	1
DGRP-3-0594	DGRP-3-0594	1
DGRP-3-0595	DGRP-3-0595	1
DGRP-3-0596	DGRP-3-0596	0
DGRP-3-0597	DGRP-3-0597	1
DGRP-3-0598	DGRP-3-0598	0
DGRP-3-0599	DGRP-3-0599	1
DGRP-3-0600	DGRP-3-0600	1
DGRP-3-0601	DGRP-3-0601	1
DGRP-3-0602	DGRP-3-0602	1
DGRP-3-0603	DGRP-3-0603	1
DGRP-3-0604	DGRP-3-0604	1
DGRP-3-0605	DGRP-3-0605	0
DGRP-3-0606	DGRP-3-0606	1
DGRP-3-0607	DGRP-3-0607	0
DGRP-3-0608	DGRP-3-0608	1
DGRP-3-0609	DGRP-3-0609	1
DGRP-3-0610	DGRP-3-0610	1
DGRP-3-0611	DGRP-3-0611	1
DGRP-3-0612	DGRP-3-0612	0
DGRP-3-0613	DGRP-3-0613	1
DGRP-3-0614	DGRP-3-0614	0
DGRP-3-0615	DGRP-3-0615	0
DGRP-3-0616	DGRP-3-0616	1
DGRP-3-0617	DGRP-3-0617	0
DGRP-3-0618	DGRP-3-0618	1
DGRP-3-0619	DGRP-3-0619	0
DGRP-3-0620	DGRP-3-0620	1
DGRP-3-0621	DGRP-3-0621	1
DGRP-3-0622	DGRP-3-0622	1
DGRP-3-0623	DGRP-3-0623	1
DGRP-3-0624	DGRP-3-0624	1
DGRP-3-0625	DGRP-3-0625	0
DGRP-3-0626	DGRP-3-0626	1
DGRP-3-0627	DGRP-3-0627	1
DGRP-3-0628	DGRP-3-0628	1
DGRP-3-0629	DGRP-3-0629	1
DGRP-3-0630	DGRP-3-0630	1
DGRP-3-0631	DGRP-3-0631	0
DGRP-3-0632	DGRP-3-0632	1
DGRP-3-0633	DGRP-3-0633	1
DGRP-3-0634	DGRP-3-0634	1
DGRP-3-0635	DGRP-3-0635	1
DGRP-3-0636	DGRP-3-0636	0
DGRP-3-0637	DGRP-3-0637	1
DGRP-3-0638	DGRP-3-0638	1
DGRP-3-0639	DGRP-3-0639	1
DGRP-3-0640	DGRP-3-0640	1
DGRP-3-0641	DGRP-3-0641	1
DGRP-3-0642	DGRP-3-0642	0
DGRP-3-0643	DGRP-3-0643	1
DGRP-3-0644	DGRP-3-0644	1
DGRP-3-0645	DGRP-3-0645	1
DGRP-3-0646	DGRP-3-0646	1
DGRP-3-0648	DGRP-3-0648	1
DGRP-3-0649	DGRP-3-0649	1
DGRP-3-0650	DGRP-3-0650	1
DGRP-3-0651	DGRP-3-0651	1
DGRP-3-0653	DGRP-3-0653	1
DGRP-3-0654	DGRP-3-0654	1
DGRP-3-0655	DGRP-3-0655	1
DGRP-3-0656	DGRP-3-0656	0
DGRP-3-0657	DGRP-3-0657	1
DGRP-3-0658	DGRP-3-0658	1
DGRP-3-0659	DGRP-3-0659	1
DGRP-3-0660	DGRP-3-0660	0
DGRP-3-0661	DGRP-3-0661	0
DGRP-3-0663	DGRP-3-0663	0
DGRP-3-0664	DGRP-3-0664	1
DGRP-3-0665	DGRP-3-0665	0
DGRP-3-0666	DGRP-3-0666	1
DGRP-3-0667	DGRP-3-0667	1
DGRP-3-0668	DGRP-3-0668	0
DGRP-3-0669	DGRP-3-0669	0
DGRP-3-0670	DGRP-3-0670	1
DGRP-3-0672	DGRP-3-0672	1
DGRP-3-0673	DGRP-3-0673	0
DGRP-3-0674	DGRP-3-0674	1
DGRP-3-0675	DGRP-3-0675	0
DGRP-3-0676	DGRP-3-0676	1
DGRP-3-0677	DGRP-3-0677	1
DGRP-3-0678	DGRP-3-0678	0
DGRP-3-0679	DGRP-3-0679	1
DGRP-3-0680	DGRP-3-0680	1
DGRP-3-0681	DGRP-3-0681	1
DGRP-3-0682	DGRP-3-0682	1
DGRP-3-0683	DGRP-3-0683	0
DGRP-3-0684	DGRP-3-0684	0
DGRP-3-0685	DGRP-3-0685	0
DGRP-3-0686	DGRP-3-0686	1
DGRP-3-0687	DGRP-3-0687	1
DGRP-3-0688	DGRP-3-0688	0
DGRP-3-0689	DGRP-3-0689	0
DGRP-3-0690	DGRP-3-0690	1
DGRP-3-0691	DGRP-3-0691	1
DGRP-3-0692	DGRP-3-0692	0
DGRP-3-0693	DGRP-3-0693	0
DGRP-3-0694	DGRP-3-0694	1
DGRP-3-0695	DGRP-3-0695	1
DGRP-3-0696	DGRP-3-0696	1
DGRP-3-0697	DGRP-3-0697	1
DGRP-3-0698	DGRP-3-0698	1
DGRP-3-0699	DGRP-3-0699	1
DGRP-3-0700	DGRP-3-0700	0
DGRP-3-0701	DGRP-3-0701	0
DGRP-3-0702	DGRP-3-0702	1
DGRP-3-0703	DGRP-3-0703	0
DGRP-3-0704	DGRP-3-0704	0
DGRP-3-0705	DGRP-3-0705	0
DGRP-3-0706	DGRP-3-0706	0
DGRP-3-0707	DGRP-3-0707	0
DGRP-3-0708	DGRP-3-0708	1
DGRP-3-0709	DGRP-3-0709	1
DGRP-3-0710	DGRP-3-0710	1
DGRP-3-0711	DGRP-3-0711	1
DGRP-3-0712	DGRP-3-0712	1
DGRP-3-0714	DGRP-3-0714	1
DGRP-3-0715	DGRP-3-0715	1
DGRP-3-0716	DGRP-3-0716	1
DGRP-3-0717	DGRP-3-0717	1
DGRP-3-0718	DGRP-3-0718	0
DGRP-3-0719	DGRP-3-0719	0
DGRP-3-0720	DGRP-3-0720	0
DGRP-3-0721	DGRP-3-0721	1
DGRP-3-0722	DGRP-3-0722	0
DGRP-3-0723	DGRP-3-0723	0
DGRP-3-0724	DGRP-3-0724	0
DGRP-3-0725	DGRP-3-0725	0
DGRP-3-0726	DGRP-3-0726	1
DGRP-3-0727	DGRP-3-0727	1
DGRP-3-0728	DGRP-3-0728	0
DGRP-3-0729	DGRP-3-0729	1
DGRP-3-0730	DGRP-3-0730	0
DGRP-3-0731	DGRP-3-0731	0
DGRP-3-0732	DGRP-3-0732	1
DGRP-3-0733	DGRP-3-0733	1
DGRP-3-0734	DGRP-3-0734	1
DGRP-3-0735	DGRP-3-0735	1
DGRP-3-0736	DGRP-3-0736	1
DGRP-3-0737	DGRP-3-0737	0
DGRP-3-0738	DGRP-3-0738	1
DGRP-3-0739	DGRP-3-0739	1
DGRP-3-0740	DGRP-3-0740	0
DGRP-3-0741	DGRP-3-0741	1
DGRP-3-0742	DGRP-3-0742	1
DGRP-3-0743	DGRP-3-0743	0
DGRP-3-0744	DGRP-3-0744	1
DGRP-3-0746	DGRP-3-0746	1
DGRP-3-0747	DGRP-3-0747	0
DGRP-3-0749	DGRP-3-0749	1
DGRP-3-0750	DGRP-3-0750	0
DGRP-3-0751	DGRP-3-0751	1
DGRP-3-0752	DGRP-3-0752	0
DGRP-3-0754	DGRP-3-0754	1
DGRP-3-0755	DGRP-3-0755	1
DGRP-3-0756	DGRP-3-0756	1
DGRP-3-0757	DGRP-3-0757	1
DGRP-3-0758	DGRP-3-0758	1
DGRP-3-0759	DGRP-3-0759	1
DGRP-3-0760	DGRP-3-0760	1
DGRP-3-0761	DGRP-3-0761	1
DGRP-3-0762	DGRP-3-0762	0
DGRP-3-0763	DGRP-3-0763	0
DGRP-3-0764	DGRP-3-0764	1
DGRP-3-0765	DGRP-3-0765	1
DGRP-3-0766	DGRP-3-0766	1
DGRP-3-0767	DGRP-3-0767	1
DGRP-3-0768	DGRP-3-0768	1
DGRP-3-0769	DGRP-3-0769	1
DGRP-3-0770	DGRP-3-0770	1
DGRP-3-0771	DGRP-3-0771	1
DGRP-3-0772	DGRP-3-0772	0
DGRP-3-0773	DGRP-3-0773	1
DGRP-3-0774	DGRP-3-0774	1
DGRP-3-0775	DGRP-3-0775	1
DGRP-3-0776	DGRP-3-0776	1
DGRP-3-0777	DGRP-3-0777	0
DGRP-3-0778	DGRP-3-0778	1
DGRP-3-0779	DGRP-3-0779	1
DGRP-3-0780	DGRP-3-0780	1
DGRP-3-0781	DGRP-3-0781	1
DGRP-3-0782	DGRP-3-0782	0
DGRP-3-0783	DGRP-3-0783	0
DGRP-3-0784	DGRP-3-0784	1
DGRP-3-0785	DGRP-3-0785	0
DGRP-3-0786	DGRP-3-0786	1
DGRP-3-0787	DGRP-3-0787	0
DGRP-3-0788	DGRP-3-0788	1
DGRP-3-0789	DGRP-3-0789	0
DGRP-3-0790	DGRP-3-0790	1
DGRP-3-0791	DGRP-3-0791	1
DGRP-3-0792	DGRP-3-0792	0
DGRP-3-0793	DGRP-3-0793	1
DGRP-3-0794	DGRP-3-0794	0
DGRP-3-0795	DGRP-3-0795	0
DGRP-3-0796	DGRP-3-0796	1
DGRP-3-0797	DGRP-3-0797	0
DGRP-3-0798	DGRP-3-0798	1
DGRP-3-0799	DGRP-3-0799	1
DGRP-3-0800	DGRP-3-0800	1
DGRP-3-0801	DGRP-3-0801	0
DGRP-3-0802	DGRP-3-0802	0
DGRP-3-0803	DGRP-3-0803	1
DGRP-3-0804	DGRP-3-0804	1
DGRP-3-0805	DGRP-3-0805	1
DGRP-3-0806	DGRP-3-0806	0
DGRP-3-0807	DGRP-3-0807	1
DGRP-3-0808	DGRP-3-0808	1
DGRP-3-0809	DGRP-3-0809	1
DGRP-3-0810	DGRP-3-0810	0
DGRP-3-0812	DGRP-3-0812	1
DGRP-3-0813	DGRP-3-0813	1
DGRP-3-0814	DGRP-3-0814	0
DGRP-3-0815	DGRP-3-0815	1
DGRP-3-0816	DGRP-3-0816	1
DGRP-3-0817	DGRP-3-0817	1
DGRP-3-0818	DGRP-3-0818	0
DGRP-3-0820	DGRP-3-0820	1
DGRP-3-0821	DGRP-3-0821	1
DGRP-3-0822	DGRP-3-0822	1
DGRP-3-0823	DGRP-3-0823	1
DGRP-3-0824	DGRP-3-0824	1
DGRP-3-0825	DGRP-3-0825	0
DGRP-3-0827	DGRP-3-0827	1
DGRP-3-0828	DGRP-3-0828	1
DGRP-3-0829	DGRP-3-0829	1
DGRP-3-0831	DGRP-3-0831	1
DGRP-3-0832	DGRP-3-0832	1
DGRP-3-0833	DGRP-3-0833	1
DGRP-3-0834	DGRP-3-0834	1
DGRP-3-0835	DGRP-3-0835	1
DGRP-3-0836	DGRP-3-0836	0
DGRP-3-0837	DGRP-3-0837	1
DGRP-3-0838	DGRP-3-0838	0
DGRP-3-0839	DGRP-3-0839	1
DGRP-3-0841	DGRP-3-0841	1
DGRP-3-0842	DGRP-3-0842	1
DGRP-3-0843	DGRP-3-0843	0
DGRP-3-0844	DGRP-3-0844	1
DGRP-3-0845	DGRP-3-0845	1
DGRP-3-0846	DGRP-3-0846	0
DGRP-3-0847	DGRP-3-0847	1
DGRP-3-0848	DGRP-3-0848	0
DGRP-3-0849	DGRP-3-0849	0
DGRP-3-0850	DGRP-3-0850	0
DGRP-3-0851	DGRP-3-0851	1
DGRP-3-0852	DGRP-3-0852	0
DGRP-3-0853	DGRP-3-0853	1
DGRP-3-0854	DGRP-3-0854	0
DGRP-3-0855	DGRP-3-0855	1
DGRP-3-0856	DGRP-3-0856	1
DGRP-3-0857	DGRP-3-0857	1
DGRP-3-0858	DGRP-3-0858	0
DGRP-3-0859	DGRP-3-0859	0
DGRP-3-0860	DGRP-3-0860	1
DGRP-3-0861	DGRP-3-0861	0
DGRP-3-0862	DGRP-3-0862	0
DGRP-3-0863	DGRP-3-0863	0
DGRP-3-0864	DGRP-3-0864	1
DGRP-3-0865	DGRP-3-0865	0
DGRP-3-0866	DGRP-3-0866	1
DGRP-3-0867	DGRP-3-0867	1
DGRP-3-0868	DGRP-3-0868	1
DGRP-3-0869	DGRP-3-0869	0
DGRP-3-0870	DGRP-3-0870	1
DGRP-3-0871	DGRP-3-0871	0
DGRP-3-0873	DGRP-3-0873	1
DGRP-3-0874	DGRP-3-0874	0
DGRP-3-0875	DGRP-3-0875	0
DGRP-3-0876	DGRP-3-0876	1
DGRP-3-0877	DGRP-3-0877	0
DGRP-3-0878	DGRP-3-0878	1
DGRP-3-0879	DGRP-3-0879	0
DGRP-3-0880	DGRP-3-0880	0
DGRP-3-0881	DGRP-3-0881	1
DGRP-3-0882	DGRP-3-0882	0
DGRP-3-0883	DGRP-3-0883	0
DGRP-3-0884	DGRP-3-0884	0
DGRP-3-0885	DGRP-3-0885	1
DGRP-3-0887	DGRP-3-0887	1
DGRP-3-0889	DGRP-3-0889	1
DGRP-3-0890	DGRP-3-0890	0
DGRP-3-0891	DGRP-3-0891	1
DGRP-3-0892	DGRP-3-0892	1
DGRP-3-0893	DGRP-3-0893	0
DGRP-3-0894	DGRP-3-0894	0
DGRP-3-0895	DGRP-3-0895	0
DGRP-3-0896	DGRP-3-0896	1
DGRP-3-0897	DGRP-3-0897	1
DGRP-3-0899	DGRP-3-0899	1
DGRP-3-0900	DGRP-3-0900	0
DGRP-3-0901	DGRP-3-0901	1
DGRP-3-0903	DGRP-3-0903	0
DGRP-3-0904	DGRP-3-0904	1
DGRP-3-0906	DGRP-3-0906	1
DGRP-3-0907	DGRP-3-0907	1
DGRP-3-0908	DGRP-3-0908	1
DGRP-3-0909	DGRP-3-0909	1
DGRP-3-0910	DGRP-3-0910	0
DGRP-3-0911	DGRP-3-0911	1
DGRP-3-0913	DGRP-3-0913	1
DGRP-3-0914	DGRP-3-0914	1
DGRP-3-0915	DGRP-3-0915	0
DGRP-3-0916	DGRP-3-0916	1
DGRP-3-0917	DGRP-3-0917	0
DGRP-3-0918	DGRP-3-0918	0
DGRP-3-0920	DGRP-3-0920	1
DGRP-3-0921	DGRP-3-0921	1
DGRP-3-0922	DGRP-3-0922	0
DGRP-3-0923	DGRP-3-0923	0
DGRP-3-0924	DGRP-3-0924	1
DGRP-3-0926	DGRP-3-0926	0
DGRP-3-0927	DGRP-3-0927	1
DGRP-3-0928	DGRP-3-0928	1
DGRP-3-0929	DGRP-3-0929	1
DGRP-3-0930	DGRP-3-0930	0
DGRP-3-0931	DGRP-3-0931	1
DGRP-3-0932	DGRP-3-0932	0
DGRP-3-0933	DGRP-3-0933	0
DGRP-3-0934	DGRP-3-0934	0
DGRP-3-0935	DGRP-3-0935	1
DGRP-3-0936	DGRP-3-0936	0
DGRP-3-0937	DGRP-3-0937	1
DGRP-3-0938	DGRP-3-0938	0
DGRP-3-0939	DGRP-3-0939	1
DGRP-3-0941	DGRP-3-0941	0
DGRP-3-0942	DGRP-3-0942	0
DGRP-3-0943	DGRP-3-0943	1
DGRP-3-0944	DGRP-3-0944	1
DGRP-3-0945	DGRP-3-0945	0
DGRP-3-0946	DGRP-3-0946	1
DGRP-3-0947	DGRP-3-0947	0
DGRP-3-0948	DGRP-3-0948	0
DGRP-3-0950	DGRP-3-0950	0
DGRP-3-0951	DGRP-3-0951	1
DGRP-3-0952	DGRP-3-0952	1
DGRP-3-0953	DGRP-3-0953	1
DGRP-3-0954	DGRP-3-0954	1
DGRP-3-0955	DGRP-3-0955	0
DGRP-3-0956	DGRP-3-0956	1
DGRP-3-0957	DGRP-3-0957	1
DGRP-3-0958	DGRP-3-0958	0
DGRP-3-0960	DGRP-3-0960	0
DGRP-3-0962	DGRP-3-0962	0
DGRP-3-0963	DGRP-3-0963	1
DGRP-3-0964	DGRP-3-0964	1
DGRP-3-0967	DGRP-3-0967	1
DGRP-3-0968	DGRP-3-0968	0
DGRP-3-0969	DGRP-3-0969	1
DGRP-3-0970	DGRP-3-0970	1
DGRP-3-0971	DGRP-3-0971	0
DGRP-3-0973	DGRP-3-0973	0
DGRP-3-0974	DGRP-3-0974	1
DGRP-3-0975	DGRP-3-0975	1
DGRP-3-0976	DGRP-3-0976	1
DGRP-3-0977	DGRP-3-0977	1
DGRP-3-0979	DGRP-3-0979	1
DGRP-3-0981	DGRP-3-0981	0
DGRP-3-0982	DGRP-3-0982	0
DGRP-3-0984	DGRP-3-0984	1
DGRP-3-0985	DGRP-3-0985	1
DGRP-3-0986	DGRP-3-0986	0
DGRP-3-0987	DGRP-3-0987	0
DGRP-3-0988	DGRP-3-0988	1
DGRP-3-0989	DGRP-3-0989	1
DGRP-3-0990	DGRP-3-0990	1
DGRP-3-0991	DGRP-3-0991	0
DGRP-3-0992	DGRP-3-0992	1
DGRP-3-0993	DGRP-3-0993	0
DGRP-3-0994	DGRP-3-0994	0
DGRP-3-0995	DGRP-3-0995	1
DGRP-3-0996	DGRP-3-0996	1
DGRP-3-0997	DGRP-3-0997	1
DGRP-3-0998	DGRP-3-0998	1
DGRP-3-0999	DGRP-3-0999	1
DGRP-3-1000	DGRP-3-1000	1
DGRP-3-1001	DGRP-3-1001	0
DGRP-3-1002	DGRP-3-1002	1
DGRP-3-1003	DGRP-3-1003	1
DGRP-3-1004	DGRP-3-1004	0
DGRP-3-1005	DGRP-3-1005	0
DGRP-3-1006	DGRP-3-1006	1
DGRP-3-1007	DGRP-3-1007	1
DGRP-3-1008	DGRP-3-1008	1
DGRP-3-1009	DGRP-3-1009	0
DGRP-3-1010	DGRP-3-1010	1
DGRP-3-1011	DGRP-3-1011	1
DGRP-3-1013	DGRP-3-1013	1
DGRP-3-1014	DGRP-3-1014	1
DGRP-3-1015	DGRP-3-1015	1
DGRP-3-1016	DGRP-3-1016	1
DGRP-3-1017	DGRP-3-1017	0
DGRP-3-1018	DGRP-3-1018	1
DGRP-3-1019	DGRP-3-1019	1
DGRP-3-1020	DGRP-3-1020	1
DGRP-3-1021	DGRP-3-1021	0
DGRP-3-1022	DGRP-3-1022	1
DGRP-3-1023	DGRP-3-1023	1
DGRP-3-1024	DGRP-3-1024	1
DGRP-3-1025	DGRP-3-1025	0
DGRP-3-1026	DGRP-3-1026	1
DGRP-3-1027	DGRP-3-1027	0
DGRP-3-1028	DGRP-3-1028	0
DGRP-3-1029	DGRP-3-1029	0
DGRP-3-1030	DGRP-3-1030	1
DGRP-3-1031	DGRP-3-1031	1
DGRP-3-1032	DGRP-3-1032	1
DGRP-3-1033	DGRP-3-1033	1
DGRP-3-1034	DGRP-3-1034	1
DGRP-3-1035	DGRP-3-1035	1
DGRP-3-1036	DGRP-3-1036	0
DGRP-3-1037	DGRP-3-1037	0
DGRP-3-1038	DGRP-3-1038	0
DGRP-3-1039	DGRP-3-1039	1
DGRP-3-1040	DGRP-3-1040	1
DGRP-3-1041	DGRP-3-1041	1
DGRP-3-1042	DGRP-3-1042	1
DGRP-3-1043	DGRP-3-1043	1
DGRP-3-1044	DGRP-3-1044	1
DGRP-3-1045	DGRP-3-1045	1
DGRP-3-1046	DGRP-3-1046	1
DGRP-3-1047	DGRP-3-1047	1
DGRP-3-1048	DGRP-3-1048	1
DGRP-3-1049	DGRP-3-1049	1
DGRP-3-1050	DGRP-3-1050	1
DGRP-3-1051	DGRP-3-1051	1
DGRP-3-1052	DGRP-3-1052	1
DGRP-3-1053	DGRP-3-1053	1
DGRP-3-1054	DGRP-3-1054	0
DGRP-3-1055	DGRP-3-1055	1
DGRP-3-1056	DGRP-3-1056	0
DGRP-3-1057	DGRP-3-1057	0
DGRP-3-1058	DGRP-3-1058	0
DGRP-3-1059	DGRP-3-1059	1
DGRP-3-1060	DGRP-3-1060	1
DGRP-3-1061	DGRP-3-1061	1
DGRP-3-1062	DGRP-3-1062	1
DGRP-3-1063	DGRP-3-1063	0
DGRP-3-1064	DGRP-3-1064	1
DGRP-3-1065	DGRP-3-1065	1
DGRP-3-1066	DGRP-3-1066	1
DGRP-3-1067	DGRP-3-1067	0
DGRP-3-1068	DGRP-3-1068	0
DGRP-3-1069	DGRP-3-1069	1
DGRP-3-1070	DGRP-3-1070	1
DGRP-3-1071	DGRP-3-1071	1
DGRP-3-1072	DGRP-3-1072	1
DGRP-3-1073	DGRP-3-1073	1
DGRP-3-1074	DGRP-3-1074	1
DGRP-3-1075	DGRP-3-1075	1
DGRP-3-1076	DGRP-3-1076	1
DGRP-3-1077	DGRP-3-1077	1
DGRP-3-1078	DGRP-3-1078	1
DGRP-3-1079	DGRP-3-1079	1
DGRP-3-1080	DGRP-3-1080	1
DGRP-3-1081	DGRP-3-1081	0
DGRP-3-1082	DGRP-3-1082	1
DGRP-3-1083	DGRP-3-1083	0
DGRP-3-1084	DGRP-3-1084	1
DGRP-3-1085	DGRP-3-1085	1
DGRP-3-1086	DGRP-3-1086	0
DGRP-3-1087	DGRP-3-1087	1
DGRP-3-1088	DGRP-3-1088	1
DGRP-3-1089	DGRP-3-1089	1
DGRP-3-1090	DGRP-3-1090	1
DGRP-3-1091	DGRP-3-1091	1
DGRP-3-1092	DGRP-3-1092	0
DGRP-3-1093	DGRP-3-1093	1
DGRP-3-1094	DGRP-3-1094	1
DGRP-3-1095	DGRP-3-1095	1
DGRP-3-1096	DGRP-3-1096	0
DGRP-3-1097	DGRP-3-1097	1
DGRP-3-1098	DGRP-3-1098	1
DGRP-3-1099	DGRP-3-1099	1
DGRP-3-1100	DGRP-3-1100	1
DGRP-3-1101	DGRP-3-1101	0
DGRP-3-1102	DGRP-3-1102	0
DGRP-3-1103	DGRP-3-1103	1
